pre_mtype,post_mtype,gsyn,gsynSD,nrrp,dtc,dtcSD,u,uSD,d,dSD,f,fSD,gsynSRSF,uHillCoefficient,synapse_type,nrrpSD,spinevol,spinevolSD,u_gsyn_r,gsyn_nrrp_r,spinevol_nrrp_r,spinevol_gsyn_r,gsynDist,nrrpDist,uDist,dDist,fDist,spinevolDist
L5_TPC:A,L6_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L6_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L2_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L2_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L2_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L3_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L3_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L4_SSC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L4_TPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L4_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L5_TPC:A,1.94,1.0,2.8,1.74,0.18,0.38,0.1,365.6,100.15,25.7,45.87,0.55,2.79,E2_L5TTPC,2.8,0.1628258728497028,0.08393086229366123,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L5_TPC:B,1.94,1.0,2.8,1.74,0.18,0.38,0.1,365.6,100.15,25.7,45.87,0.55,2.79,E2_L5TTPC,2.8,0.1628258728497028,0.08393086229366123,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L5_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.55,2.79,E2,1.5,0.05707298635968964,0.03692957940921094,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L5_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L6_BPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L6_HPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L6_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L6_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L6_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L6_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L2_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L2_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L2_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L3_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L3_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L4_SSC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L4_TPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L4_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L5_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.55,2.79,E2,1.5,0.05707298635968964,0.03692957940921094,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L5_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.55,2.79,E2,1.5,0.05707298635968964,0.03692957940921094,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L5_TPC:C,0.9,0.3,1.0,1.74,0.18,0.39,0.03,690.0,90.0,44.0,21.0,0.55,2.79,E2_L5STPC,1.0,0.07553777606429511,0.02517925868809837,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L5_UPC,0.9,0.3,1.0,1.74,0.18,0.39,0.03,690.0,90.0,44.0,21.0,0.7,2.79,E2_L5STPC,1.0,0.08284788342535591,0.027615961141785304,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L6_BPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L6_HPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L6_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L6_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L6_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L6_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L2_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L2_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L2_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L3_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L3_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L4_SSC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L4_TPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L4_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L5_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L5_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L5_TPC:C,0.9,0.3,1.0,1.74,0.18,0.39,0.03,690.0,90.0,44.0,21.0,0.7,2.79,E2_L5STPC,1.0,0.08284788342535591,0.027615961141785304,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L5_UPC,0.9,0.3,1.0,1.74,0.18,0.39,0.03,690.0,90.0,44.0,21.0,0.7,2.79,E2_L5STPC,1.0,0.08284788342535591,0.027615961141785304,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L6_BPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L6_HPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L6_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L6_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L6_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L6_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_BPC,L2_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_BPC,L2_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_BPC,L2_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_BPC,L3_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_BPC,L3_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_BPC,L4_SSC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_BPC,L4_TPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_BPC,L4_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_BPC,L5_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_BPC,L5_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_BPC,L5_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_BPC,L5_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_BPC,L6_BPC,0.78,0.23,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_same,1.0,0.0718014989686418,0.021172236875368733,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_BPC,L6_HPC,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.043265005788796974,0.033139153370142366,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_BPC,L6_IPC,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.043265005788796974,0.033139153370142366,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_BPC,L6_TPC:A,0.25,0.1,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6BPC-TPCA,1.0,0.023013300951487754,0.009205320380595102,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_BPC,L6_TPC:C,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.043265005788796974,0.033139153370142366,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_BPC,L6_UPC,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.043265005788796974,0.033139153370142366,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_HPC,L2_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_HPC,L2_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_HPC,L2_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_HPC,L3_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_HPC,L3_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_HPC,L4_SSC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_HPC,L4_TPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_HPC,L4_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
